LSOA CODE,INCOME SCORE,EMPLOYMENT SCORE,HEALTH DEPRIVATION AND DISABILITY SCORE,EDUCATION SKILLS AND TRAINING SCORE,BARRIERS TO HOUSING AND SERVICES SCORE,CRIME AND DISORDER SCORE,LIVING ENVIRONMENT SCORE,Indoors Sub-domain Score,Outdoors Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Children/Young People Sub-domain Score,Skills Sub-domain Score,IDACI score,IDAOPI score
E01000207,0.06,0.03,-2.07,0.92,24.9,-0.11,18.23,14.62,25.43,16.36,33.44,1.58,0.26,0.07,0.09
E01000208,0.04,0.03,-1.89,1.62,26.79,0.27,27.95,5.96,71.94,22.16,31.42,2.85,0.39,0.03,0.07
E01000209,0.05,0.04,-1.94,0.35,24.14,0.1,32.64,23.93,50.08,7.42,40.87,0.37,0.33,0.05,0.08
E01000210,0.04,0.04,-1.35,0.09,23.64,0.8,17.91,11.45,30.83,15.91,31.37,0.08,0.1,0.04,0.08
E01000211,0.14,0.07,-1.03,3.79,25.09,-0.02,44.95,28.96,76.93,6.56,43.61,6.67,0.92,0.25,0.23
E01000212,0.04,0.03,-1.77,0.27,28.24,0.15,33.89,12.09,77.49,17.45,39.03,0.27,0.28,0.03,0.06
E01000213,0.03,0.02,-2.14,1.72,38.51,-0.32,33.42,34.72,30.83,33.87,43.16,3.19,0.25,0,0.07
E01000214,0.03,0.03,-1.74,0.35,30.81,0.71,38.43,19.64,76.02,19.37,42.26,0.5,0.21,0.02,0.08
E01000215,0.13,0.05,-1.02,4.95,24.45,0.05,22.9,11.17,46.36,7.16,41.74,9.06,0.84,0.11,0.24
E01000216,0.11,0.05,-1.22,2.18,24.13,-0.15,33.06,14.14,70.9,7.79,40.46,4.07,0.29,0.12,0.17
E01000217,0.07,0.05,-0.96,1.36,21.4,0.24,31.55,15.37,63.9,2.22,40.58,1.88,0.85,0.07,0.09
E01000218,0.1,0.05,-0.81,1.42,22.18,0.39,28.53,8.75,68.09,3.77,40.59,2.62,0.22,0.14,0.13
E01000219,0.13,0.05,-0.9,4.15,27.75,0.58,17.59,11.62,29.54,11.01,44.49,7,1.31,0.15,0.23
E01000220,0.16,0.08,-0.09,2.98,25.19,0.19,22.41,12.56,42.12,6.18,44.19,4.81,1.15,0.22,0.25
E01000221,0.31,0.14,0.24,19.66,42.33,0.84,28.9,8.42,69.85,34.85,49.82,26.43,12.89,0.44,0.34
E01000222,0.26,0.09,-0.67,8.12,36.97,0.68,26.34,7.01,65,32.08,41.86,11.52,4.72,0.46,0.22
E01000223,0.25,0.12,-0.09,21.1,33.62,1.14,41.27,20.84,82.13,22.43,44.81,28.66,13.54,0.38,0.32
E01000224,0.19,0.08,-1.1,5.66,28.25,0.02,20.68,12.74,36.57,14.89,41.6,7.73,3.59,0.33,0.14
E01000225,0.1,0.04,-0.95,2.13,24.96,0.13,30.09,5.6,79.07,7.91,42.01,3.43,0.83,0.09,0.19
E01000226,0.29,0.13,-0.39,22.04,28.7,0.02,26.93,24.5,31.77,9.55,47.85,26.12,17.97,0.43,0.45
E01000227,0.1,0.06,-1.58,5.24,26.93,-0.2,13.43,10.23,19.82,16.12,37.74,5.47,5.01,0.13,0.13
E01000228,0.11,0.05,-1.43,4.99,32.25,0.43,13.75,5.34,30.58,28.2,36.29,4.68,5.31,0.17,0.18
E01000229,0.22,0.12,-0.71,16.6,36.37,0.21,8.76,8.42,9.46,30.68,42.06,19.04,14.16,0.38,0.2
E01000230,0.1,0.05,-1.74,3.31,22.69,-0.03,9.97,6,17.93,11.66,33.72,3.27,3.35,0.12,0.13
E01000231,0.13,0.07,-0.99,4.01,34.61,0.04,24.01,14.63,42.77,29.43,39.78,2.28,5.73,0.22,0.16
E01000232,0.13,0.08,-1.05,1.75,22.25,0.09,20.71,7.17,47.79,8.7,35.8,0.41,3.09,0.14,0.21
E01000233,0.12,0.07,-1.09,2.52,20.53,0,22.86,13.05,42.49,4.3,36.76,2.63,2.41,0.16,0.16
E01000234,0.09,0.05,-1.52,2.97,22.92,-0.06,20.57,10.77,40.18,5.73,40.11,4.38,1.55,0.22,0.1
E01000235,0.26,0.11,-0.61,14.75,23.13,0.68,16.07,7.39,33.42,2.28,43.97,16.3,13.19,0.39,0.29
E01000236,0.15,0.06,-0.52,1.88,28.58,0.59,32,15.86,64.28,15.54,41.61,2.63,1.12,0.16,0.24
E01000237,0.07,0.05,-1.03,0.99,22.85,1.32,37.83,22.64,68.2,4.36,41.34,1.35,0.64,0.06,0.16
E01000238,0.16,0.07,-0.72,4.81,21.3,0.43,29.28,23.41,41.01,2.17,40.44,7.71,1.92,0.22,0.18
E01000239,0.16,0.08,-0.88,5.2,34.08,0.28,32.38,23.41,50.33,20.59,47.56,8.99,1.4,0.31,0.26
E01000240,0.15,0.09,-1.28,3.97,38.82,0.09,17.03,12.19,26.72,39.14,38.5,4.5,3.45,0.21,0.23
E01000241,0.09,0.05,-1.52,1.26,33.23,0.11,25.53,19.21,38.18,23.37,43.1,1.8,0.72,0.1,0.21
E01000242,0.14,0.08,-1.2,1.75,32.24,0.53,23.57,10.76,49.18,26.52,37.96,0.96,2.54,0.18,0.17
E01000243,0.12,0.08,-0.86,7.09,24.87,0.66,42.88,34.13,60.4,4.71,45.02,13.06,1.12,0.1,0.23
E01000244,0.12,0.07,-0.6,2.35,26.57,0.1,29.47,18.02,52.35,10.28,42.87,2.4,2.31,0.14,0.26
E01000245,0.26,0.16,-0.09,7.95,24.35,1.11,42.58,38.18,51.38,0.43,48.26,10.6,5.3,0.38,0.36
E01000246,0.05,0.05,-1.36,1.66,30.71,0.36,19.79,14.33,30.69,30.59,30.84,1.77,1.55,0.08,0.07
E01000247,0.07,0.06,-1.49,3.15,34.66,0.14,14.97,15.4,14.12,25.52,43.8,3.16,3.15,0.1,0.06
E01000248,0.06,0.05,-1.19,0.82,20.18,0.52,31.69,23.85,47.36,3.25,37.1,0.44,1.2,0.06,0.13
E01000249,0.03,0.04,-1.51,0.96,20.98,-0.05,12.81,10.8,16.84,12.57,29.39,0.18,1.75,0.05,0.05
E01000250,0.1,0.07,-1.01,2.41,25.62,0.08,26.54,20.57,38.49,14.52,36.73,2.08,2.75,0.11,0.18
E01000251,0.18,0.12,-0.26,3.78,24.21,0.7,34.47,35.15,33.11,4.77,43.65,4.41,3.15,0.31,0.22
E01000252,0.12,0.09,-0.94,3.06,28.36,0.15,27.01,16.27,48.48,16.65,40.07,4.19,1.93,0.14,0.18
E01000253,0.06,0.05,-0.89,2.79,38.59,-0.06,9.24,4.62,18.49,54.29,22.89,3.26,2.32,0.07,0.08
E01000254,0.04,0.03,-1.56,1.85,26.48,-0.04,24.64,15.04,43.83,25.44,27.52,1.98,1.72,0.04,0.08
E01000255,0.18,0.09,-0.81,13.41,29.58,0.1,14.15,10.25,21.94,18.34,40.83,19.08,7.74,0.21,0.26
E01000256,0.11,0.05,-1.95,5.69,32.17,0.28,15.75,9.23,28.8,34.89,29.46,9.12,2.26,0.2,0.13
E01000257,0.32,0.15,-0.11,12.99,26.98,0.37,26.81,18.06,44.32,10.55,43.42,17.41,8.57,0.56,0.22
E01000258,0.06,0.05,-1.21,1.57,28.95,0.44,31.73,14.25,66.69,22.83,35.08,1.92,1.22,0.09,0.11
E01000259,0.12,0.06,-1.01,1.95,25.72,0.49,13.27,7.92,23.96,16.44,35.01,1.26,2.64,0.19,0.14
E01000260,0.17,0.07,-1.31,5.01,42.51,0.31,18.56,7.85,39.96,45.72,39.31,7.61,2.41,0.37,0.13
E01000261,0.05,0.04,-1.55,0.98,36.94,-0.71,18.84,9.85,36.83,43.4,30.48,0.31,1.65,0.05,0.11
E01000262,0.23,0.06,-1.62,6.87,29.91,-0.58,7.02,7.68,5.7,26.15,33.67,10.37,3.38,0.44,0.2
E01000263,0.02,0.02,-2.07,0.87,30.89,-0.35,13.31,2.53,34.88,35.88,25.9,0.42,1.32,0.01,0.04
E01000264,0.13,0.06,-1.32,4.32,25.47,0.19,39.33,25.69,66.61,11.53,39.4,7.03,1.61,0.22,0.16
E01000265,0.21,0.09,-0.7,6.84,33.42,-0.18,27.59,35.02,12.73,27.42,39.42,7.78,5.89,0.33,0.28
E01000266,0.06,0.04,-1.64,2.19,27.8,0.55,6.11,4.53,9.27,27.51,28.09,1.46,2.92,0.1,0.1
E01000267,0.09,0.05,-1.08,2.09,34.95,-0.21,14.41,13.92,15.39,39.92,29.98,1.39,2.78,0.16,0.13
E01000268,0.2,0.11,-0.63,6.39,22.7,0.35,34.73,32.58,39.02,3.22,42.19,10.68,2.1,0.38,0.15
E01000269,0.08,0.07,-1.33,4.38,17.88,0.17,16.04,7.95,32.24,11.46,24.31,0.99,7.77,0.12,0.06
E01000270,0.07,0.05,-1.33,2.09,25.85,0.35,20.43,22.84,15.62,17.08,34.61,1.74,2.45,0.08,0.1
E01000271,0.07,0.04,-1.61,2.56,29.89,-0.44,14.89,9.03,26.62,33.46,26.33,1.99,3.12,0.12,0.08
E01000272,0.03,0.03,-1.86,0.4,27.21,0.19,9.24,5.94,15.83,25.52,28.9,0.01,0.79,0.03,0.07
E01000273,0.14,0.08,-1.23,3.12,24.92,-0.18,28.84,24.16,38.2,8.92,40.91,3.4,2.85,0.2,0.2
E01000274,0.17,0.1,-0.66,6.34,28.21,0.24,23.36,23.88,22.32,19.24,37.18,4.99,7.68,0.23,0.23
E01000275,0.11,0.05,-1.08,1.91,35.38,-0.57,12.66,12.46,13.06,30.7,40.06,2.92,0.91,0.18,0.17
E01000276,0.03,0.02,-1.95,0.78,31.82,-0.72,11.61,4.79,25.24,39.88,23.77,0.16,1.39,0.04,0.07
E01000277,0.16,0.09,-0.73,9.25,29.49,-0.39,28.29,39.53,5.8,7.5,51.47,17.74,0.76,0.24,0.21
E01000278,0.03,0.02,-2.2,0.96,32.68,-0.77,12.26,6.4,23.97,40.04,25.32,0.29,1.62,0.03,0.08
E01000279,0.02,0.02,-2.01,0.61,37.94,0.04,14.85,3.97,36.6,53.04,22.84,0.08,1.14,0.02,0
E01000280,0.04,0.02,-2.32,0.88,28.65,-0.74,7.47,3.17,16.07,32.66,24.64,0.69,1.08,0.06,0.05
E01000281,0.09,0.07,-0.56,24.98,21.68,-0.43,17.44,7.32,37.67,12.13,31.23,39.72,10.25,0.06,0.2
E01000282,0.09,0.05,-1.46,1.14,23.99,-0.03,30.67,11,70.01,17.6,30.39,1.05,1.23,0.13,0.1
E01000283,0.03,0.03,-2.08,0.54,32.36,-0.85,5.08,3.86,7.53,34.71,30.01,0.04,1.04,0.03,0.06
E01000284,0.16,0.09,-0.69,7.96,25.86,-0.03,38.67,36.88,42.24,8.23,43.5,14.04,1.88,0.26,0.23
E01000285,0.13,0.08,-1.27,12.11,24.65,-0.07,9.31,11.81,4.32,10.95,38.35,16.67,7.55,0.23,0.15
E01000286,0.18,0.11,-0.27,17.37,31.32,0.21,15.24,15.74,14.23,20.27,42.37,18.36,16.39,0.3,0.22
E01000287,0.21,0.1,-0.34,26.1,24.57,0.34,14.18,15.84,10.87,7.78,41.37,28.09,24.11,0.32,0.28
E01000288,0.1,0.06,-1.09,5.43,25.09,0.4,21.3,15.7,32.49,10.31,39.88,3.74,7.13,0.16,0.17
E01000289,0.33,0.18,-0.31,28.98,27.67,0.76,16.35,13.35,22.35,10.74,44.61,22.45,35.52,0.47,0.27
E01000290,0.12,0.08,-0.59,10.71,44.13,0.21,10.46,9.58,12.24,50.12,38.14,10.35,11.06,0.13,0.17
E01000291,0.28,0.15,-0.59,29.25,25.62,0.42,13.97,15.06,11.8,6.06,45.18,32.45,26.05,0.45,0.23
E01000292,0.1,0.07,-1.27,2.17,18.94,-0.19,20.24,13.86,33.02,6.11,31.76,1.17,3.17,0.21,0.08
E01000293,0.04,0.05,-1.71,1.53,19.82,0,25.27,11.46,52.88,5.79,33.85,1.19,1.87,0.04,0.06
E01000294,0.13,0.08,-0.66,2.55,22.35,-0.31,12.87,14.53,9.53,6.07,38.63,3.43,1.66,0.15,0.2
E01000295,0.08,0.07,-0.66,0.68,26.07,0.28,45.25,31.23,73.29,13.66,38.48,0.48,0.89,0.07,0.17
E01000296,0.12,0.07,-0.78,3.57,23.67,0.22,45.82,39.55,58.35,5.4,41.94,6.5,0.63,0.19,0.15
E01000297,0.14,0.06,-0.96,9.09,35.39,-0.21,24.92,26.95,20.86,28.31,42.47,14.75,3.44,0.26,0.28
E01000298,0.12,0.05,-0.93,1.82,24.54,0.12,38.91,30.8,55.12,6.17,42.91,3.04,0.59,0.16,0.28
E01000299,0.15,0.06,-0.54,1.95,23.07,0.53,41.5,30.38,63.73,0.8,45.33,1.92,1.99,0.21,0.34
E01000300,0.1,0.06,-1.08,1.51,22.96,-0.3,25.27,23.99,27.85,4.96,40.96,1.8,1.23,0.09,0.3
E01000301,0.06,0.05,-1.35,1.12,24.95,-0.37,19.94,9.54,40.73,15.4,34.5,1.34,0.9,0.06,0.11
E01000302,0.17,0.1,-0.1,1.86,22.47,0.08,34.68,29.49,45.08,1.62,43.32,2.69,1.03,0.27,0.2
E01000303,0.07,0.05,-1.12,0.46,30.4,-0.57,11.55,9.58,15.48,23.64,37.16,0.33,0.58,0.07,0.15
E01000304,0.13,0.09,-0.44,2.3,27.66,-0.64,27.19,25.41,30.76,15.96,39.35,3.67,0.94,0.18,0.23
E01000305,0.25,0.11,-0.58,13.67,27.77,0.2,37.57,29.24,54.23,4.66,50.87,19.52,7.81,0.4,0.3
E01000306,0.13,0.08,-0.93,11.05,24.61,0.9,35.95,15.82,76.21,3.08,46.13,9.23,12.88,0.17,0.35
E01000307,0.2,0.09,-0.38,11.74,34.55,0.66,22.35,17.18,32.71,25.22,43.88,8.19,15.29,0.31,0.36
E01000308,0.32,0.17,-0.2,17.45,31.02,0.63,50.04,39.52,71.07,9.37,52.68,20.6,14.31,0.51,0.36
E01000309,0.09,0.06,-0.88,2.43,26.62,0.07,27.45,9.42,63.51,7.81,45.42,3.6,1.26,0.11,0.15
E01000310,0.13,0.08,-1,5.37,30.14,0.96,26.16,13.94,50.6,16.4,43.88,8.26,2.49,0.16,0.2
E01000311,0.06,0.04,-1.15,2.1,22.66,1.15,26.85,10.68,59.19,7.16,38.16,3.1,1.1,0.05,0.1
E01000312,0.19,0.1,-0.63,8.46,34.34,0.08,27.46,18.14,46.11,9.7,58.99,7.95,8.96,0.31,0.28
E01000313,0.2,0.12,-0.35,16.41,28.42,0.45,51.98,36.18,83.59,9.1,47.73,26.53,6.29,0.28,0.27
E01000314,0.07,0.05,-1.05,2.62,21.53,1.42,29.46,9.46,69.46,2.31,40.75,4.25,0.98,0.09,0.15
E01000315,0.29,0.14,0.08,22.28,30.7,0.64,25.99,8.85,60.26,17.56,43.83,18.9,25.65,0.41,0.44
E01000316,0.18,0.1,-1.04,3.79,28.29,0.84,24.9,16.44,41.83,14.07,42.52,4.45,3.14,0.32,0.22
E01000317,0.16,0.08,-0.64,2.24,24.31,0.12,27.11,21.43,38.46,6.72,41.9,3.25,1.24,0.21,0.28
E01000318,0.13,0.06,-1.03,2.37,21.47,0.45,19.16,10.95,35.57,5.79,37.14,1.18,3.57,0.19,0.24
E01000319,0.08,0.05,-1.34,1.95,25.21,-0.07,26.19,14.95,48.68,10.04,40.38,1.86,2.04,0.08,0.18
E01000320,0.09,0.05,-1.32,0.98,27.98,-0.29,21.63,21.41,22.08,18.38,37.58,0.95,1,0.14,0.14
E01000321,0.14,0.1,-0.7,2.5,22.75,-0.04,33.53,34.09,32.39,1.98,43.52,3.27,1.73,0.19,0.22
E01000322,0.16,0.07,-0.91,1.56,23.77,-0.17,44.92,53.05,28.67,6.99,40.55,1.44,1.69,0.36,0.19
E01000323,0.16,0.11,-0.44,2.58,24.02,0.6,42.58,36.96,53.8,1.88,46.15,3.46,1.7,0.22,0.26
E01000324,0.12,0.08,-0.78,2.55,22.07,0.22,31.19,18.91,55.74,6.1,38.05,1.28,3.83,0.19,0.17
E01000325,0.04,0.04,-1.27,11.22,18.55,-0.3,16.98,13.81,23.32,19.25,17.85,5.9,16.53,0.05,0.05
E01000326,0.08,0.05,-0.95,22.41,24.23,0.44,23.88,25.87,19.88,24.51,23.96,22.39,22.42,0.14,0.13
E01000327,0.06,0.04,-1.27,13.06,16.3,-0.09,22.72,9.83,48.51,6.15,26.45,7.33,18.78,0.1,0.07
E01000328,0.06,0.05,-0.75,13.72,13.58,-0.27,13.53,15.32,9.93,7.41,19.74,6.82,20.63,0.07,0.08
E01000329,0.13,0.08,-0.23,23.01,22.55,-0.36,22.85,16.13,36.3,18.96,26.14,21.16,24.85,0.25,0.12
E01000330,0.13,0.07,-0.28,12.58,18.31,-0.12,33.03,29.32,40.46,4.45,32.17,9.4,15.75,0.26,0.18
E01000331,0.17,0.11,-0.2,39.74,25.34,0.2,25.16,20.29,34.9,21.73,28.96,47.45,32.03,0.26,0.16
E01000332,0.11,0.08,-0.38,28.1,13.01,1.11,25.36,23.82,28.43,3.37,22.65,23.5,32.7,0.23,0.09
E01000333,0.2,0.12,0.17,26.37,16.9,0.72,35.19,36.98,31.62,5.03,28.76,29.19,23.54,0.27,0.26
E01000334,0.1,0.07,-0.39,28.02,20.13,0.08,22.37,19.28,28.54,13.28,26.98,29.26,26.77,0.16,0.1
E01000335,0.22,0.1,-0.31,34.71,36.76,0.78,37.4,34.67,42.85,38.85,34.66,37.56,31.85,0.31,0.29
E01000336,0.26,0.13,0.72,30.15,25.16,1.37,43.13,36.78,55.83,10.29,40.03,26,34.29,0.35,0.44
E01000337,0.16,0.09,-0.59,27.12,20.05,0.79,28.02,29.17,25.73,8.4,31.7,35.2,19.04,0.28,0.15
E01000338,0.11,0.08,-0.28,22.58,19.76,1.45,36.61,38.63,32.57,3.95,35.56,21.34,23.83,0.18,0.14
E01000339,0.1,0.07,-0.56,22.93,16.03,-0.22,15.29,11.02,23.83,5.04,27.02,23.32,22.55,0.14,0.13
E01000340,0.06,0.06,-1.06,20.98,25.31,-0.67,16.38,15.73,17.68,23.52,27.09,11.53,30.43,0.1,0.09
E01000341,0.06,0.05,-0.62,18.87,14.6,-0.44,16.5,11.35,26.8,6.89,22.31,7.71,30.03,0.06,0.08
E01000342,0.06,0.05,-1.28,17.54,18.82,-0.33,17.96,20.75,12.38,7.04,30.59,10.1,24.99,0.11,0.08
E01000343,0.05,0.05,-0.84,14.89,12.69,-0.41,20.18,11.67,37.2,7.4,17.98,11.47,18.31,0.06,0.09
E01000344,0.06,0.05,-0.72,11.95,11.07,-0.23,21.68,17.47,30.09,2.79,19.34,6.33,17.57,0.08,0.08
E01000345,0.06,0.05,-1.43,11.14,13.23,-0.79,15.36,9.63,26.81,10.52,15.93,5.67,16.62,0.08,0.05
E01000346,0.06,0.05,-0.99,16.28,16.7,-0.28,18.58,15.15,25.44,8.86,24.55,8.57,23.98,0.08,0.09
E01000347,0.09,0.05,-0.62,14.96,18.36,-0.29,27.62,19.35,44.17,5.09,31.64,11.47,18.44,0.12,0.16
E01000348,0.03,0.04,-1.35,9.42,14.55,-0.43,4.92,2.88,9,13.62,15.48,4.62,14.22,0,0.08
E01000349,0.04,0.04,-1.08,9.86,15.92,-0.76,16.41,4.86,39.51,16.87,14.97,8.06,11.67,0.05,0.07
E01000350,0.05,0.05,-1.18,13.34,16.7,-0.59,17.44,12.58,27.17,10.19,23.21,8.93,17.76,0.09,0.06
E01000351,0.04,0.04,-1.2,17.02,22.24,-0.87,11.87,9.77,16.08,21.28,23.2,11.65,22.39,0.08,0.07
E01000352,0.13,0.08,-0.51,15.56,14.83,-0.02,31.74,26.2,42.84,6.39,23.27,10.32,20.79,0.19,0.16
E01000353,0.04,0.04,-1.3,11.74,7.43,-0.44,9,6.13,14.75,2.88,11.98,3.92,19.56,0.04,0.06
E01000354,0.15,0.09,-0.41,24.93,23.57,-0.53,17.5,19.5,13.5,12.84,34.3,27.52,22.34,0.24,0.18
E01000355,0.08,0.08,-0.34,12.99,11.73,-0.22,15.45,7.11,32.14,4.73,18.74,5.07,20.9,0.08,0.1
E01000356,0.05,0.04,-0.88,12.23,12.88,-0.15,22.25,5.4,55.96,5.31,20.46,7.69,16.77,0.08,0.06
E01000357,0.05,0.03,-1.12,11.15,9.32,-0.6,13.25,7.26,25.24,2.8,15.84,5.37,16.93,0.08,0.07
E01000358,0.07,0.04,-1.03,12.67,13.4,-0.41,26.52,26.24,27.07,2.79,24.02,8.68,16.66,0.1,0.09
E01000359,0.04,0.04,-1.08,10.5,14.91,-0.76,14.46,10.21,22.96,8.75,21.07,5.45,15.55,0.05,0.05
E01000360,0.11,0.08,-0.02,9.46,22.94,0.47,37.33,36.41,39.17,17.53,28.34,7.22,11.7,0.12,0.18
E01000361,0.08,0.05,-0.87,13.05,26.18,0.1,17.93,13.81,26.17,26,26.36,11.06,15.04,0.12,0.15
E01000362,0.07,0.05,-0.79,14.05,16.43,0.37,23.65,15.98,38.98,13.47,19.38,6.81,21.28,0.12,0.07
E01000363,0.04,0.05,-0.96,8.68,25.33,-0.4,17.84,13.84,25.84,31.53,19.13,3.21,14.15,0.05,0.07
E01000364,0.09,0.07,-0.77,9.32,28.82,-0.81,17.33,13.28,25.44,34.12,23.53,6.1,12.55,0.16,0.08
E01000365,0.1,0.06,-0.16,11.17,14.62,0.63,34.94,26.35,52.12,6.75,22.49,11.8,10.55,0.21,0.14
E01000366,0.07,0.06,-0.4,11.09,17.67,-0.11,21.84,15.79,33.94,7.4,27.95,7.37,14.82,0.11,0.1
E01000367,0.23,0.14,0.15,50.71,32.17,1.58,20.33,20.03,20.92,30.9,33.45,55.67,45.75,0.41,0.2
E01000368,0.25,0.13,0,41.05,36.05,0.78,21.3,19.95,24,39.05,33.06,47.01,35.08,0.39,0.21
E01000369,0.09,0.06,-0.54,20.06,13.96,0.24,21.83,23,19.48,5.83,22.09,13.17,26.94,0.17,0.12
E01000370,0.07,0.06,-0.6,12.13,17.95,-0.13,20.3,13.18,34.55,12.22,23.68,9.06,15.2,0.08,0.09
E01000371,0.06,0.04,-0.89,20.16,24.64,0.35,23.14,28.47,12.49,25.03,24.25,17.53,22.79,0.1,0.09
E01000372,0.2,0.14,0.4,33.99,22.02,0.52,23.2,28.94,11.71,15.01,29.03,26.34,41.64,0.28,0.22
E01000373,0.37,0.15,0.35,35.61,36.35,0.57,27.57,32.35,18.01,31.07,41.64,33.89,37.34,0.53,0.36
E01000374,0.28,0.13,-0.05,64.77,34.33,0.23,35.98,31.5,44.94,36.92,31.74,79.55,49.99,0.44,0.25
E01000375,0.14,0.1,-0.22,30.9,22.6,0.12,27.12,31.58,18.2,15.28,29.93,29.93,31.88,0.2,0.18
E01000376,0.09,0.07,-0.7,17.19,16.93,0.52,25.29,19.14,37.6,11.05,22.81,13.07,21.31,0.11,0.18
E01000377,0.08,0.07,-0.95,14.85,15.73,0.26,22.76,16.04,36.22,4.82,26.64,12.58,17.11,0.15,0.1
E01000378,0.16,0.09,0.36,23.14,30.3,0.56,34.41,37.31,28.61,24.93,35.68,26.55,19.73,0.22,0.24
E01000379,0.15,0.08,-0.34,28.86,20.93,0.15,26.25,25.24,28.27,13.23,28.64,33.27,24.44,0.24,0.17
E01000380,0.16,0.08,-0.24,40.91,44.29,-0.59,24.61,23.91,26.03,50.3,38.28,43.49,38.33,0.22,0.3
E01000381,0.18,0.11,-0.18,26.59,39.39,-0.1,31.17,44.14,5.21,47.99,30.79,31.15,22.03,0.28,0.2
E01000382,0.04,0.05,-0.8,7.36,32.08,-0.52,16.48,9.96,29.54,40.86,23.3,4.51,10.22,0.04,0.07
E01000383,0.09,0.07,-0.29,21.61,37.3,0.38,21.96,15.97,33.94,49.08,25.51,21.56,21.65,0.17,0.07
E01000384,0.1,0.05,-0.46,7.29,16.55,-0.02,24.72,30.79,12.58,4.9,28.2,4.98,9.61,0.15,0.17
E01000385,0.3,0.16,0.29,36.74,35.46,0.25,39.11,45.58,26.16,38.42,32.5,33.46,40.01,0.48,0.26
E01000386,0.31,0.17,0.88,38.77,24.4,0.49,44.79,37,60.39,13.28,35.52,43.96,33.59,0.55,0.34
E01000387,0.09,0.07,-0.59,12.59,34.17,-0.24,13.54,8.86,22.88,46.51,21.83,14.55,10.64,0.14,0.12
E01000388,0.07,0.05,-0.93,11.86,10.38,0.11,22.81,11.49,45.45,1.57,19.18,4.02,19.7,0.09,0.11
E01000389,0.07,0.06,-0.71,7.83,20.44,-0.18,21.7,9.74,45.62,10.46,30.41,4.9,10.75,0.08,0.13
E01000390,0.06,0.06,-0.69,15.15,32.36,-0.38,20.99,14.62,33.73,41.17,23.54,8.29,22.01,0.06,0.12
E01000391,0.11,0.06,-0.65,25.61,26.99,-0.58,20.18,18.58,23.39,31.86,22.11,21.01,30.2,0.17,0.12
E01000392,0.18,0.1,-0.06,24.55,20.63,-0.14,42.95,41.43,45.98,1.27,39.99,16.75,32.34,0.27,0.26
E01000393,0.06,0.05,-0.95,17.57,17.62,-0.39,29.9,26.41,36.87,9.02,26.23,9.93,25.21,0.13,0.07
E01000394,0.06,0.05,-0.35,7.58,16.6,-0.19,21.17,16.84,29.84,4.4,28.8,4.01,11.15,0.07,0.09
E01000395,0.06,0.04,-1.06,11.34,15.64,-0.58,16.44,10.83,27.65,14.65,16.64,2.91,19.77,0.07,0.08
E01000396,0.06,0.04,-0.94,20.05,20.81,-0.23,14.32,10.29,22.37,27.14,14.48,12.26,27.85,0.1,0.07
E01000397,0.2,0.13,0.28,32.83,22.09,0.58,36.02,34.36,39.35,15.02,29.16,36.42,29.24,0.34,0.22
E01000398,0.17,0.1,-0.21,33.24,24.71,-0.39,14.6,14.96,13.88,26.18,23.24,33.33,33.14,0.3,0.16
E01000399,0.06,0.04,-0.93,14.6,17.83,-0.06,27.98,20.06,43.83,15.54,20.12,10.56,18.64,0.08,0.09
E01000400,0.11,0.06,-0.67,22.57,17.91,0.29,27.54,20.91,40.8,9.88,25.94,24.54,20.59,0.17,0.14
E01000401,0.21,0.11,0.18,35.24,19.15,0.04,26.05,21.21,35.72,4.81,33.5,38.48,32,0.29,0.24
E01000402,0.18,0.09,-0.48,21.65,25.9,0.49,28.26,35.61,13.58,15.42,36.39,24.16,19.14,0.3,0.23
E01000403,0.25,0.15,0.09,18.94,25.14,1.81,24.75,14.73,44.81,13.36,36.93,16.19,21.7,0.38,0.26
E01000404,0.24,0.11,-0.03,40.2,32.94,1.16,27.25,37.43,6.87,26.29,39.6,57.6,22.81,0.43,0.26
E01000405,0.18,0.11,0.12,26.6,30.71,0.84,28.49,32.94,19.58,27.2,34.21,24.49,28.71,0.28,0.21
E01000406,0.16,0.09,-0.31,23,34.39,0.87,25.28,28,19.84,33.94,34.84,23.77,22.23,0.23,0.18
E01000407,0.09,0.1,-0.18,17.31,17.99,0.03,17.19,22.39,6.81,8.09,27.9,13.47,21.16,0.1,0.14
E01000408,0.15,0.09,0.15,27.92,18.02,0.49,25.57,29.66,17.38,2.45,33.59,27.86,27.98,0.22,0.26
E01000409,0.05,0.05,-1.08,22.37,16.53,-0.55,9.57,9.97,8.75,8.44,24.63,16.62,28.13,0.07,0.07
E01000410,0.06,0.04,-0.81,14.56,13.02,-0.44,13.5,14.1,12.31,9.36,16.68,5.2,23.92,0.11,0.08
E01000411,0.05,0.04,-0.91,20.32,17.06,-0.32,12.02,12.06,11.93,8.86,25.26,14.58,26.06,0.08,0.11
E01000412,0.07,0.05,-0.57,17.63,29.33,-0.23,14.36,13.49,16.11,31.6,27.05,11.8,23.46,0.09,0.11
E01000413,0.08,0.05,-0.94,24.47,18.38,-0.15,23.42,16.93,36.41,10.8,25.95,24.46,24.49,0.11,0.1
E01000414,0.12,0.07,-0.44,20.74,12.94,0.66,40.87,29.27,64.06,1.55,24.33,17.56,23.92,0.22,0.15
